абрбандчилик,абр-банд-чи-лик,4
абреклар,аб-рек-лар,3
абри баҳор,аб-ри -ба-ҳор,4
абри навбаҳор,аб-ри -нав-ба-ҳор,5
абри найсон,аб-ри -най-сон,4
абриаханит,аб-ри-а-ха-нит,5
абрис,аб-рис,2
абришим,аб-ри-шим,3
абришимдўз,аб-ри-шим-дўз,4
абришими,аб-ри-ши-ми,4
аброгация,аб-ро-га-ци-я,5
аброр,аб-рор,2
абрў,аб-рў,2
абрўкамон,аб-рў-ка-мон,4
абсанс,аб-санс,2
абсентеист,аб-сен-те-ист,4
абсентеизм,аб-сен-те-изм,4
абсентеизм,аб-сен-те-изм,4
абсентеизм,аб-сен-те-изм,4
абсентеизм,аб-сен-те-изм,4
абсит,аб-сит,2
абсолют,аб-со-лют,3
абсолютизм,аб-со-лю-тизм,4
абсолютчи,аб-со-лют-чи,4
абсорбат,аб-сор-бат,3
абсорбент,аб-сор-бент,3
абсорбер,аб-сор-бер,3
абсорбламоқ,аб-сорб-ла-моқ,4
абсорбланиш,аб-сорб-ла-ниш,4
абсорблаш,аб-сорб-лаш,3
абсорбловчи,аб-сорб-лов-чи,4
абсорбциометр,аб-сорб-ци-о-метр,5
абсорбциометрия,аб-сорб-ци-о-мет-ри-я,7
абсорбцион,аб-сорб-ци-он,4
абсорбция,аб-сорб-ци-я,4
абсорбциявий,аб-сорб-ци-я-вий,5
абсцесс,абс-цесс,2
абссессланувчи,абс-сесс-ла-нув-чи,5
абсцисса,абс-цис-са,3
абстиненция,абс-ти-нен-ци-я,5
абстинент,абс-ти-нент,3
абстракционист,а-бстрак-ци-о-нист,5
абстракционист,а-бстрак-ци-о-нист,5
абстракционист,а-бстрак-ци-о-нист,5
абстракционист,а-бстрак-ци-о-нист,5
абстракционистик,а-бстрак-ци-о-нис-тик,6
абстракционизм,а-бстрак-ци-о-низм,5
абстракция,а-бстрак-ци-я,4
абстракциялаш,а-бстрак-ци-я-лаш,5
абстракт,а-бстракт,2
абстрактламоқ,а-бстракт-ла-моқ,4
абстрактланмоқ,а-бстракт-лан-моқ,4
абстрактлаш,а-бстракт-лаш,3
абстрактлашиш,а-бстракт-ла-шиш,4
абстрактлаштирилмоқ,а-бстракт-лаш-ти-рил-моқ,6
абстрактлаштириш,а-бстракт-лаш-ти-риш,5
абстрактлаштирмоқ,а-бстракт-лаш-тир-моқ,5
абстрактлаштирув,а-бстракт-лаш-ти-рув,5
абстрактлик,а-бстракт-лик,3
абсурд,аб-сурд,2
абтар,аб-тар,2
абтарлик,аб-тар-лик,3
абу,а-бу,2
абушқа,а-буш-қа,3
абвоб,аб-воб,2
абхаз,аб-хаз,2
абхазиялик,аб-ха-зи-я-лик,5
абхазлар,аб-хаз-лар,3
абхазча,аб-хаз-ча,3
абхазчаламоқ,аб-хаз-ча-ла-моқ,5
абхазчалаштириш,аб-хаз-ча-лаш-ти-риш,6
абёт,а-бёт,2
абзал,аб-зал,2
абзалламоқ,аб-зал-ла-моқ,4
абзалланмоқ,аб-зал-лан-моқ,4
абзаллов,аб-зал-лов,3
абзалсоз,аб-зал-соз,3
абзалсозлик,аб-зал-соз-лик,4
абзац,аб-зац,2
ада,а-да,2
адаб,а-даб,2
адабгоҳ,а-даб-гоҳ,3
адабий,а-да-бий,3
адабийлаштириш,а-да-бий-лаш-ти-риш,6
адабийлаштирмоқ,а-да-бий-лаш-тир-моқ,6
адабиёт,а-да-би-ёт,4
адабиётлараро,а-да-би-ёт-ла-ра-ро,7
адабиётсевар,а-да-би-ёт-се-вар,6
адабиётшунос,а-да-би-ёт-шу-нос,6
адабиётшунослик,а-да-би-ёт-шу-нос-лик,7
адабиётчи,а-да-би-ёт-чи,5
адабиётчилик,а-да-би-ёт-чи-лик,6
адабли,а-даб-ли,3
адаблилик,а-даб-ли-лик,4
адабнома,а-даб-но-ма,4
адабсиз,а-даб-сиз,3
адабсизланмоқ,а-даб-сиз-лан-моқ,5
адабсизларча,а-даб-сиз-лар-ча,5
адабсизлик,а-даб-сиз-лик,4
адад,а-дад,2
ададсиз,а-дад-сиз,3
адажио,а-да-жи-о,4
адактилия,а-дак-ти-ли-я,5
адам,а-дам,2
адамантан,а-да-ман-тан,4
адамеллит,а-да-мел-лит,4
адамин,а-да-мин,3
адамит,а-да-мит,3
адамсит,а-дам-сит,3
адаптацион,а-дап-та-ци-он,5
адаптация,а-дап-та-ци-я,5
адаптацияламоқ,а-дап-та-ци-я-ла-моқ,7
адаптацияланган,а-дап-та-ци-я-ла-нган,7
адаптер,а-дап-тер,3
адаптив,а-дап-тив,3
адаптометр,а-дап-то-метр,4
адаси,а-да-си,3
адаш,а-даш,2
адашган,а-даш-ган,3
адашганлик,а-даш-ган-лик,4
адашганнамо,а-даш-ган-на-мо,5
адашиш,а-да-шиш,3
адашишлик,а-да-шиш-лик,4
адашмоқ,а-даш-моқ,3
адаштирилмоқ,а-даш-ти-рил-моқ,5
адаштириш,а-даш-ти-риш,4
адаштирмоқ,а-даш-тир-моқ,4
адаштирув,а-даш-ти-рув,4
адашув,а-да-шув,3
адашувчан,а-да-шув-чан,4
адашувчанлик,а-да-шув-чан-лик,5
адденда,ад-ден-да,3
аддендум,ад-ден-дум,3
аддисонизм,ад-ди-со-низм,4
аддитив,ад-ди-тив,3
аддитивлик,ад-ди-тив-лик,4
аддоий,ад-до-ий,3
аддуктор,ад-дук-тор,3
адекват,а-дек-ват,3
адекватлик,а-дек-ват-лик,4
адельфан,а-дель-фан,3
аделоморфик,а-де-ло-мор-фик,5
аденин,а-де-нин,3
аденит,а-де-нит,3
аденоидлар,а-де-но-ид-лар,5
аденокарсинома,а-де-но-кар-си-но-ма,7
аденома,а-де-но-ма,4
аденомиома,а-де-но-ми-о-ма,6
аденопатия,а-де-но-па-ти-я,6
аденотомия,а-де-но-то-ми-я,6
аденовируслар,а-де-но-ви-рус-лар,6
аденозин,а-де-но-зин,4
аденозиндифосфат,а-де-но-зин-ди-фос-фат,7
аденозинтрифосфат,а-де-но-зинт-ри-фос-фат,7
адентия,а-ден-ти-я,4
адермия,а-дер-ми-я,4
адгезия,ад-ге-зи-я,4
адиабата,а-ди-а-ба-та,5
адиабатик,а-ди-а-ба-тик,5
адиантум,а-ди-ан-тум,4
адиб,а-диб,2
адиба,а-ди-ба,3
адиблик,а-диб-лик,3
адибона,а-ди-бо-на,4
адигей,а-ди-гей,3
адигейлар,а-ди-гей-лар,4
адигейча,а-ди-гей-ча,4
адигейчалаш,а-ди-гей-ча-лаш,5
адил,а-дил,2
адилак,а-ди-лак,3
адиллик,а-дил-лик,3
адинамия,а-ди-на-ми-я,5
адинол,а-ди-нол,3
адип,а-дип,2
адипламоқ,а-дип-ла-моқ,4
адиплатиш,а-дип-ла-тиш,4
адиплатмоқ,а-дип-лат-моқ,4
адиплаш,а-дип-лаш,3
адиплик,а-дип-лик,3
адиплов,а-дип-лов,3
адипозин,а-ди-по-зин,4
адир,а-дир,2
адирли,а-дир-ли,3
адирлик,а-дир-лик,3
адиз,а-диз,2
адл,адл,1
адлия,ад-ли-я,3
админ,ад-мин,2
административ,ад-ми-нист-ра-тив,5
администратор,ад-ми-нист-ра-тор,5
администраторлик,ад-ми-нист-ра-тор-лик,6
администрация,ад-ми-нист-ра-ци-я,6
адмирал,ад-ми-рал,3
адмираллик,ад-ми-рал-лик,4
адмиралтейство,ад-ми-рал-те-йство,5
аднексит,ад-нек-сит,3
адно,ад-но,2
адо,а-до,2
адоий,а-до-ий,3
адолат,а-до-лат,3
адолатли,а-до-лат-ли,4
адолатлилик,а-до-лат-ли-лик,5
адолатпарвар,а-до-лат-пар-вар,5
адолатпарварлик,а-до-лат-пар-вар-лик,6
адолатпарварона,а-до-лат-пар-ва-ро-на,7
адолатпеша,а-до-лат-пе-ша,5
адолатсиз,а-до-лат-сиз,4
адолатсизлик,а-до-лат-сиз-лик,5
адолатталаб,а-до-лат-та-лаб,5
адолатхона,а-до-лат-хо-на,5
адолескарий,а-до-лес-ка-рий,5
адонис,а-до-нис,3
адонизид,а-до-ни-зид,4
адоқ,а-доқ,2
адоқламоқ,а-доқ-ла-моқ,4
адоқсиз,а-доқ-сиз,3
адосиз,а-до-сиз,3
адоват,а-до-ват,3
адоватан,а-до-ва-тан,4
адоваткорона,а-до-ват-ко-ро-на,6
адоватли,а-до-ват-ли,4
адоватсиз,а-до-ват-сиз,4
адоватсизлик,а-до-ват-сиз-лик,5
адоватчи,а-до-ват-чи,4
адоватчилик,а-до-ват-чи-лик,5
адойи,а-до-йи,3
адойи тамом,а-до-йи -та-мом,5
адрамкаш,ад-рам-каш,3
адрас,ад-рас,2
адрасбоф,ад-рас-боф,3
адрасбофлик,ад-рас-боф-лик,4
адрасман,ад-рас-ман,3
адреналин,ад-ре-на-лин,4
адреноблокаторлар,ад-ре-ноб-ло-ка-тор-лар,7
адреногенитал,ад-ре-но-ге-ни-тал,6
адренокортикотроп,ад-ре-но-кор-ти-кот-роп,7
адреномиметик,ад-ре-но-ми-ме-тик,6
адренореактив,ад-ре-но-ре-ак-тив,6
адрес,ад-рес,2
адресант,ад-ре-сант,3
адресат,ад-ре-сат,3
адресланмоқ,ад-рес-лан-моқ,4
адресли,ад-рес-ли,3
адрессиз,ад-рес-сиз,3
адронлар,ад-рон-лар,3
адсорбат,ад-сор-бат,3
адсорбентлар,ад-сор-бент-лар,4
адсорбер,ад-сор-бер,3
адсорбламоқ,ад-сорб-ла-моқ,4
адсорбланувчи,ад-сорб-ла-нув-чи,5
адсорблаш,ад-сорб-лаш,3
адсорбланган,ад-сорб-ла-нган,4
адсорбловчи,ад-сорб-лов-чи,4
адсорбцион,ад-сорб-ци-он,4
адсорбция,ад-сорб-ци-я,4
адсорбцияловчи,ад-сорб-ци-я-лов-чи,6
аду,а-ду,2
адуляр,а-ду-ляр,3
адуляр,а-ду-ляр,3
адуляр,а-ду-ляр,3
адуляр,а-ду-ляр,3
адув,а-дув,2
адувлик,а-дув-лик,3
адувлик,а-дув-лик,3
адувлик,а-дув-лик,3
адувлик,а-дув-лик,3
адвекция,ад-век-ци-я,4
адвектив,ад-век-тив,3
адвентистлар,ад-вен-тист-лар,4
адвентив,ад-вен-тив,3
адвербиал,ад-вер-би-ал,4
адвербиализация,ад-вер-би-а-ли-за-ци-я,8
адвокат,ад-во-кат,3
адвокатлик,ад-во-кат-лик,4
адвокатура,ад-во-ка-ту-ра,5
адвор,ад-вор,2
адъектив,ад-ъек-тив,3
адъективация,ад-ъек-ти-ва-ци-я,6
адёл,а-дёл,2
адёлбоф,а-дёл-боф,3
адёлбоп,а-дёл-боп,3
адюльтер,а-дюль-тер,3
адъюнкт,ад-ъюнкт,2
адъюнктура,ад-ъюнк-ту-ра,4
адъюстаж,ад-ъюс-таж,3
адъютант,ад-ъю-тант,3
адъютантлик,ад-ъю-тант-лик,4
аэрарадиометр,а-э-ра-ра-ди-о-метр,7
аэрарий,а-э-ра-рий,4
аэрация,аэ-ра-ци-я,4
аэренхима,аэ-рен-хи-ма,4
аэро,аэ-ро,2
аэробактериялар,аэ-ро-бак-те-ри-я-лар,7
аэробаллистика,аэ-ро-бал-лис-ти-ка,6
аэробика,аэ-ро-би-ка,4
аэробиология,аэ-ро-би-о-ло-ги-я,7
аэробионтлар,аэ-ро-би-онт-лар,5
аэробиоз,аэ-ро-би-оз,4
аэроблар,аэ-роб-лар,3
аэробли,аэ-роб-ли,3
аэробомба,аэ-ро-бом-ба,4
аэробус,аэ-ро-бус,3
аэродинамик,аэ-ро-ди-на-мик,5
аэродинамика,аэ-ро-ди-на-ми-ка,6
аэродром,аэ-род-ром,3
аэрофагия,аэ-ро-фа-ги-я,5
аэрофитлар,аэ-ро-фит-лар,4
аэрофлот,аэ-роф-лот,3
аэрофлотчи,аэ-роф-лот-чи,4
аэрофобия,аэ-ро-фо-би-я,5
аэрофон,аэ-ро-фон,3
аэрофото,аэ-ро-фо-то,4
аэрофотоаппарат,аэ-ро-фо-то-ап-па-рат,7
аэрофотогеодезист,аэ-ро-фо-то-ге-о-де-зист,8
аэрофотография,аэ-ро-фо-тог-ра-фи-я,7
аэрофотограмметрия,аэ-ро-фо-тог-рам-мет-ри-я,8
аэрофотокамера,аэ-ро-фо-то-ка-ме-ра,7
аэрофоторазведка,аэ-ро-фо-то-раз-вед-ка,7
аэрофотосурат,аэ-ро-фо-то-су-рат,6
аэрофотосхема,аэ-ро-фо-тос-хе-ма,6
аэрофототопография,аэ-ро-фо-то-то-пог-ра-фи-я,9
аэрогель,а-э-ро-гель,4
аэрогелиотерапия,аэ-ро-ге-ли-о-те-ра-пи-я,9
аэроген,аэ-ро-ген,3
аэрогенлар,аэ-ро-ген-лар,4
аэрогеофизика,аэ-ро-ге-о-фи-зи-ка,7
аэрогеологик,аэ-ро-ге-о-ло-гик,6
аэрогеология,аэ-ро-ге-о-ло-ги-я,7
аэрограф,аэ-рог-раф,3
аэрография,аэ-рог-ра-фи-я,5
аэрограмма,аэ-рог-рам-ма,4
аэроионизатор,аэ-ро-и-о-ни-за-тор,7
аэроионизация,аэ-ро-и-о-ни-за-ци-я,8
аэроионлаш,аэ-ро-и-он-лаш,5
аэроионотерапия,аэ-ро-и-о-но-те-ра-пи-я,9
аэроиқлимшунослик,аэ-ро-иқ-лим-шу-нос-лик,7
аэрокарта,аэ-ро-кар-та,4
аэроклуб,аэ-рок-луб,3
аэрокосмик,аэ-ро-кос-мик,4
аэролифт,аэ-ро-лифт,3
аэролит,аэ-ро-лит,3
аэролог,аэ-ро-лог,3
аэрологик,аэ-ро-ло-гик,4
аэрология,аэ-ро-ло-ги-я,5
аэролоция,аэ-ро-ло-ци-я,5
аэромагнит,аэ-ро-маг-нит,4
аэромагнитик,аэ-ро-маг-ни-тик,5
аэромагнитометр,аэ-ро-маг-ни-то-метр,6
аэромаёқ,аэ-ро-ма-ёқ,4
аэрометр,аэ-ро-метр,3
аэрометрик,аэ-ро-мет-рик,4
аэрометрия,аэ-ро-мет-ри-я,5
аэромеханика,аэ-ро-ме-ха-ни-ка,6
аэромобиль,а-э-ро-мо-биль,5
аэромотор,аэ-ро-мо-тор,4
аэрон,аэ-рон,2
аэронавигацион,аэ-ро-на-ви-га-ци-он,7
аэронавигация,аэ-ро-на-ви-га-ци-я,7
аэронавт,аэ-ро-навт,3
аэронавтика,аэ-ро-нав-ти-ка,5
аэрономия,аэ-ро-но-ми-я,5
аэроплан,аэ-роп-лан,3
аэропланчи,аэ-роп-лан-чи,4
аэропоника,аэ-ро-по-ни-ка,5
аэропорт,аэ-ро-порт,3
аэропочта,аэ-ро-поч-та,4
аэропрофилактика,аэ-роп-ро-фи-лак-ти-ка,7
аэропуркагич,аэ-ро-пур-ка-гич,5
аэрорадиометрик,аэ-ро-ра-ди-о-мет-рик,7
аэрорадиометрия,аэ-ро-ра-ди-о-мет-ри-я,8
аэроразведка,аэ-ро-раз-вед-ка,5
аэрореклама,аэ-ро-рек-ла-ма,5
аэросидерит,аэ-ро-си-де-рит,5
аэросил,аэ-ро-сил,3
аэросолярий,аэ-ро-со-ля-рий,5
аэростанция,аэ-рос-тан-ци-я,5
аэростат,аэ-рос-тат,3
аэростатика,аэ-рос-та-ти-ка,5
аэростатистик,аэ-рос-та-тис-тик,5
аэросурат,аэ-ро-су-рат,4
аэротадқиқот,аэ-ро-тад-қи-қот,5
аэротаксис,аэ-ро-так-сис,4
аэротасвир,аэ-ро-тас-вир,4
аэротенк,аэ-ро-тенк,3
аэротерапия,аэ-ро-те-ра-пи-я,6
аэротермометр,аэ-ро-тер-мо-метр,5
аэротория,аэ-ро-то-ри-я,5
аэротранспорт,аэ-рот-ранс-порт,4
аэротропизм,аэ-рот-ро-пизм,4
аэровизуал,аэ-ро-ви-зу-ал,5
аэровокзал,аэ-ро-вок-зал,4
аэрозол,аэ-ро-зол,3
аэрозолтерапия,аэ-ро-зол-те-ра-пи-я,7
аэрочана,аэ-ро-ча-на,4
аэрочанглагич,аэ-ро-чанг-ла-гич,5
аэрочанглаш,аэ-ро-чанг-лаш,4
афагия,а-фа-ги-я,4
афакия,а-фа-ки-я,4
афалина,а-фа-ли-на,4
афанди,а-фан-ди,3
афандилик,а-фан-ди-лик,4
афандихон,а-фан-ди-хон,4
афанит,а-фа-нит,3
афанитли,а-фа-нит-ли,4
афазия,а-фа-зи-я,4
афелинус,а-фе-ли-нус,4
афелий,а-фе-лий,3
аферист,а-фе-рист,3
аферистлик,а-фе-рист-лик,4
аферистнамо,а-фе-рист-на-мо,5
аффект,аф-фект,2
афферент,аф-фе-рент,3
аффидевит,аф-фи-де-вит,4
аффикс,аф-фикс,2
аффиксал,аф-фик-сал,3
аффиксация,аф-фик-са-ци-я,5
аффикслашганлик,аф-фикс-лаш-ган-лик,5
аффиксли,аф-фикс-ли,3
аффикссиз,аф-фикс-сиз,3
аффинаж,аф-фи-наж,3
аффинация,аф-фи-на-ци-я,5
аффинограф,аф-фи-ног-раф,4
аффриката,афф-ри-ка-та,4
афганда,аф-ган-да,3
афгандалик,аф-ган-да-лик,4
афгор,аф-гор,2
афгорланмоқ,аф-гор-лан-моқ,4
афгорлик,аф-гор-лик,3
афидофаглар,а-фи-до-фаг-лар,5
афиф,а-фиф,2
афифа,а-фи-фа,3
афиллия,а-фил-ли-я,4
афицидлар,а-фи-цид-лар,4
афиша,а-фи-ша,3
афкор,аф-кор,2
афлок,аф-лок,2
афлотун,аф-ло-тун,3
афлотунлик,аф-ло-тун-лик,4
афлотунча,аф-ло-тун-ча,4
афъол,аф-ъол,2
афония,а-фо-ни-я,4
афористик,а-фо-рис-тик,4
афоризм,а-фо-ризм,3
афоризмлар,а-фо-ризм-лар,4
африкаанс,аф-ри-ка-анс,4
африкалик,аф-ри-ка-лик,4
африканерлар,аф-ри-ка-нер-лар,5
африканит,аф-ри-ка-нит,4
африкантроп,аф-ри-кант-роп,4
африкашунос,аф-ри-ка-шу-нос,5
африкашунослик,аф-ри-ка-шу-нос-лик,6
африкача,аф-ри-ка-ча,4
африғийлар,аф-ри-ғий-лар,4
афролит,аф-ро-лит,3
афросиёби,аф-ро-си-ё-би,5
афруз,аф-руз,2
афсар,аф-сар,2
афсона,аф-со-на,3
афсонак,аф-со-нак,3
афсонапардоз,аф-со-на-пар-доз,5
афсонаваш,аф-со-на-ваш,4
афсонавий,аф-со-на-вий,4
афсонавийлашмоқ,аф-со-на-вий-лаш-моқ,6
афсонавийлик,аф-со-на-вий-лик,5
афсонавор,аф-со-на-вор,4
афсоначи,аф-со-на-чи,4
афсоначилик,аф-со-на-чи-лик,5
афсун,аф-сун,2
афсункор,аф-сун-кор,3
афсункорона,аф-сун-ко-ро-на,5
афсунламоқ,аф-сун-ла-моқ,4
афсунчи,аф-сун-чи,3
афсунчилик,аф-сун-чи-лик,4
афсурда,аф-сур-да,3
афсус,аф-сус,2
афсуски,аф-сус-ки,3
афсусланарли,аф-сус-ла-нар-ли,5
афсусланиш,аф-сус-ла-ниш,4
афсусланмоқ,аф-сус-лан-моқ,4
афсусланув,аф-сус-ла-нув,4
афсусланганлик,аф-сус-ла-нган-лик,5
афсуслангансимон,аф-сус-ла-нган-си-мон,6
афсусли,аф-сус-ли,3
афсунгар,аф-су-нгар,3
афсунгарлик,аф-су-нгар-лик,4
афт,афт,1
афтидан,аф-ти-дан,3
афтода,аф-то-да,3
афтодаҳол,аф-то-да-ҳол,4
афтодаҳоллик,аф-то-да-ҳол-лик,5
афтодалик,аф-то-да-лик,4
афтодаваш,аф-то-да-ваш,4
афв,афв,1
афвнома,афв-но-ма,3
афюн,а-фюн,2
афюнкаш,а-фюн-каш,3
афюнкашлик,а-фюн-каш-лик,4
афюнчи,а-фюн-чи,3
афюнчилик,а-фюн-чи-лик,4
афзал,аф-зал,2
афзалият,аф-за-ли-ят,4
афзаллик,аф-зал-лик,3
афзун,аф-зун,2
афзунлик,аф-зун-лик,3
афғон,аф-ғон,2
афғони,аф-ғо-ни,3
афғонистонлик,аф-ғо-нис-тон-лик,5
афғоний,аф-ғо-ний,3
афғонлар,аф-ғон-лар,3
афғонча,аф-ғон-ча,3
афғончаламоқ,аф-ғон-ча-ла-моқ,5
афғончалаш,аф-ғон-ча-лаш,4
афшар,аф-шар,2
афшон,аф-шон,2
афшонламоқ,аф-шон-ла-моқ,4
афшонланмоқ,аф-шон-лан-моқ,4
ага,а-га,2
агалактия,а-га-лак-ти-я,5
агальматолит,а-галь-ма-то-лит,5
агамалар,а-га-ма-лар,4
агамасимонлар,а-га-ма-си-мон-лар,6
агами,а-га-ми,3
агамия,а-га-ми-я,4
агар,а-гар,2
агарамки,а-га-рам-ки,4
агарда,а-гар-да,3
агарчандки,а-гар-чанд-ки,4
агарчи,а-гар-чи,3
агат,а-гат,2
агава,а-га-ва,3
агенитализм,а-ге-ни-та-лизм,5
агенс,а-генс,2
агент,а-гент,2
агентлик,а-гент-лик,3
агентура,а-ген-ту-ра,4
агевзия,а-гев-зи-я,4
агглютинатив,агг-лю-ти-на-тив,5
агглютинация,агг-лю-ти-на-ци-я,6
агглютининлар,агг-лю-ти-нин-лар,5
агглютиногенлар,агг-лю-ти-но-ген-лар,6
агглютиноскоп,агг-лю-ти-нос-коп,5
агградация,агг-ра-да-ци-я,5
аггравация,агг-ра-ва-ци-я,5
агидрохлория,а-гид-рох-ло-ри-я,6
агиографик,а-ги-ог-ра-фик,5
агиография,а-ги-ог-ра-фи-я,6
агиология,а-ги-о-ло-ги-я,6
агионим,а-ги-о-ним,4
агиотопоним,а-ги-о-то-по-ним,6
агитатор,а-ги-та-тор,4
агитаторлик,а-ги-та-тор-лик,5
агитацион,а-ги-та-ци-он,5
агитация,а-ги-та-ци-я,5
агитбригада,а-гитб-ри-га-да,5
агитмашина,а-гит-ма-ши-на,5
агитпоезд,а-гит-по-езд,4
агитвагон,а-гит-ва-гон,4
агликон,аг-ли-кон,3
агломерат,аг-ло-ме-рат,4
агломератлаш,аг-ло-ме-рат-лаш,5
агломерацион,аг-ло-ме-ра-ци-он,6
агломерация,аг-ло-ме-ра-ци-я,6
аглопорит,аг-ло-по-рит,4
аглоссия,аг-лос-си-я,4
агнатлар,аг-нат-лар,3
агностик,аг-нос-тик,3
агностиклар,аг-нос-тик-лар,4
агностицизм,аг-нос-ти-цизм,4
агностозой,аг-нос-то-зой,4
агнозия,аг-но-зи-я,4
агобактериялар,а-го-бак-те-ри-я-лар,7
агогика,а-го-ги-ка,4
агометр,а-го-метр,3
агоник,а-го-ник,3
агония,а-го-ни-я,4
агора,а-го-ра,3
агорафобия,а-го-ра-фо-би-я,6
агороним,а-го-ро-ним,4
аграфия,аг-ра-фи-я,4
аграмматизм,аг-рам-ма-тизм,4
агранулоцитлар,аг-ра-ну-ло-цит-лар,6
агранулоцитоз,аг-ра-ну-ло-ци-тоз,6
аграр,аг-рар,2
аграрий,аг-ра-рий,3
аграрчи,аг-рар-чи,3
агрегат,аг-ре-гат,3
агрегатлаш,аг-ре-гат-лаш,4
агрегация,аг-ре-га-ци-я,5
агрегатхона,аг-ре-гат-хо-на,5
агрегатчи,аг-ре-гат-чи,4
агреман,аг-ре-ман,3
агрессинлар,аг-рес-син-лар,4
