word,syllables
balanslash,ba-lans-lash
balanslashmoq,ba-lans-lash-moq
balanslashtirish,ba-lans-lash-ti-rish
balanslashtirmoq,ba-lans-lash-tir-moq
balanslov,ba-lans-lov
balansomer,ba-lan-so-mer
balansyor,ba-lans-yor
balantidiaz,ba-lan-ti-di-az
balantidium,ba-lan-ti-di-um
balanus,ba-la-nus
balata,ba-la-ta
balbal,bal-bal
balbala,bal-ba-la
balchig‘iston,bal-chi-g‘is-ton
balchiq,bal-chiq
balchiqchi,bal-chiq-chi
balchiqchilar,bal-chiq-chi-lar
balchiqchisimonlar,bal-chiq-chi-si-mon-lar
balchiqlanish,bal-chiq-la-nish
balchiqlanmoq,bal-chiq-lan-moq
balchiqli,bal-chiq-li
balchiqlik,bal-chiq-lik
balchiqparast,bal-chiq-pa-rast
balchiqto‘plagich,bal-chiq-to‘p-la-gich
balchiqzor,bal-chiq-zor
balchiqzorlik,bal-chiq-zor-lik
baldoq,bal-doq
bale,ba-le
balerina,ba-le-ri-na
balerinalik,ba-le-ri-na-lik
balet,ba-let
balet-opera,ba-let-o-pe-ra
balet-oratoriya,ba-let-o-ra-to-ri-ya
baletchi,ba-let-chi
baletchilik,ba-let-chi-lik
baletmeyster,ba-let-meys-ter
baletmeysterlik,ba-let-meys-ter-lik
balg‘am,bal-g‘am
balg‘ami,bal-g‘a-mi
bali,ba-li
balig‘,ba-lig‘
baliq,ba-liq
baliq-ilonlar,ba-liq-i-lon-lar
baliqarcha,ba-li-qar-cha
baliqchi,ba-liq-chi
baliqchi-ukki,ba-liq-chi--uk-ki
baliqchilar,ba-liq-chi-lar
baliqchilik,ba-liq-chi-lik
baliqchiqush,ba-liq-chi-qush
baliqfurush,ba-liq-fu-rush
baliqfurushlik,ba-liq-fu-rush-lik
baliqko‘z,ba-liq-ko‘z
baliqog‘iz,ba-li-qo-g‘iz
baliqo‘tkazgich,ba-li-qo‘t-kaz-gich
baliqpaz,ba-liq-paz
baliqqiyg‘ir,ba-liq-qiy-g‘ir
baliqquloq,ba-liq-qu-loq
baliqshunos,ba-liq-shu-nos
baliqsimon,ba-liq-si-mon
baliqtozalagich,ba-liq-to-za-la-gich
baliqtushirgich,ba-liq-tu-shir-gich
baliqtut,ba-liq-tut
baliqtutar,ba-liq-tu-tar
baliqxo‘r,ba-liq-xo‘r
baliqxo‘rlik,ba-liq-xo‘r-lik
baliqyuz,ba-liq-yuz
balish,ba-lish
balj,balj
balka,bal-ka
balkalar,bal-ka-lar
balkar,bal-kar
balki,bal-ki
balkim,bal-kim
balkon,bal-kon
ball,ball
ballada,bal-la-da
ballast,bal-last
ballaster,bal-las-ter
ballastirovka,bal-las-ti-rov-ka
ballastlash,bal-last-lash
balli,bal-li
balli-balli,bal-li--bal-li
balliballichi,bal-li-bal-li-chi
balliballichilik,bal-li-bal-li-chi-lik
balligo‘y,bal-li-go‘y
balligo‘ylik,bal-li-go‘y-lik
ballista,bal-lis-ta
ballistik,bal-lis-tik
ballistika,bal-lis-ti-ka
ballistitlar,bal-lis-tit-lar
ballistokardiografiya,bal-lis-to-kar-di-og-ra-fi-ya
ballistokardiogramma,bal-lis-to-kar-di-og-ram-ma
ballon,bal-lon
ballon-zond,bal-lon-zond
ballonet,bal-lo-net
ballonli,bal-lon-li
ballotirovka,bal-lo-ti-rov-ka
balma,bal-ma
balneofizioterapevtik,bal-ne-o-fi-zi-o-te-ra-pev-tik
balneolog,bal-ne-o-log
balneologik,bal-ne-o-lo-gik
balneologiya,bal-ne-o-lo-gi-ya
balneoreaksiya,bal-ne-o-re-ak-si-ya
balneoterapiya,bal-ne-o-te-ra-pi-ya
balneotexnika,bal-ne-o-tex-ni-ka
balo,ba-lo
balo-badtar va balo-battar,ba-lo--bad-tar -va -ba-lo--bat-tar
balo-battar,ba-lo--bat-tar
balo-ofat,ba-lo--o-fat
balo-qazo,ba-lo--qa-zo
baloangiz,ba-lo-a-ngiz
baloday,ba-lo-day
balodek,ba-lo-dek
balogardon,ba-lo-gar-don
balogardonlik,ba-lo-gar-don-lik
balog‘at,ba-lo-g‘at
balog‘at-fasohat,ba-lo-g‘at-fa-so-hat
balokash,ba-lo-kash
balokashlik,ba-lo-kash-lik
balon,ba-lon
baloq,ba-loq
chubur,chu-bur
chuchimoq,chu-chi-moq
chuchitilmoq,chu-chi-til-moq
chuchitish,chu-chi-tish
chuchitmoq,chu-chit-moq
chuchkirmoq,chuch-kir-moq
chuchkurik,chuch-ku-rik
chuchkurish,chuch-ku-rish
chuchkurma,chuch-kur-ma
chuchkurmoq,chuch-kur-moq
chuchkurtirish,chuch-kur-ti-rish
chuchkurtirmoq,chuch-kur-tir-moq
chuchkuruv,chuch-ku-ruv
chuchmal,chuch-mal
chuchmallanish,chuch-mal-la-nish
chuchmallash,chuch-mal-lash
chuchmallashish,chuch-mal-la-shish
chuchmallashmoq,chuch-mal-lash-moq
chuchmallatish,chuch-mal-la-tish
chuchmallatmoq,chuch-mal-lat-moq
chuchmallik,chuch-mal-lik
chuchmaltob,chuch-mal-tob
chuchmoma,chuch-mo-ma
chuchmomadoshlar,chuch-mo-ma-dosh-lar
chuchmo‘ma,chuch-mo‘-ma
chuchuk,chu-chuk
chuchuklanmoq,chu-chuk-lan-moq
chuchuklashtirgich,chu-chuk-lash-tir-gich
chuchuklashtirish,chu-chuk-lash-ti-rish
chuchuklashtirmoq,chu-chuk-lash-tir-moq
chuchuklik,chu-chuk-lik
chuchukmiya,chu-chuk-mi-ya
chuchuktil,chu-chuk-til
chuchuktillik,chu-chuk-til-lik
chuchuktomoq,chu-chuk-to-moq
chuchuktomoqlik,chu-chuk-to-moq-lik
chuchulamoq,chu-chu-la-moq
chuchut,chu-chut
chuchvara,chuch-va-ra
chuchvaraxona,chuch-va-ra-xo-na
chuchvaraxo‘r,chuch-va-ra-xo‘r
chuchvaraxo‘rlik,chuch-va-ra-xo‘r-lik
dabba,dab-ba
dabdaba,dab-da-ba
dabdababoz,dab-da-ba-boz
dabdababozlik,dab-da-ba-boz-lik
dabdabachi,dab-da-ba-chi
dabdabachilik,dab-da-ba-chi-lik
dabdabador,dab-da-ba-dor
dabdabadorlik,dab-da-ba-dor-lik
dabdabali,dab-da-ba-li
dabdabalilik,dab-da-ba-li-lik
dabdabasiz,dab-da-ba-siz
dabdala,dab-da-la
dabdurust,dab-du-rust
dabdurustdan,dab-du-rust-dan
dabir,da-bir
dabiriston,da-bi-ris-ton
dabirlik,da-bir-lik
dabla,dab-la
dacha,da-cha
dada,da-da
dadaizm,da-da-izm
dadajon,da-da-jon
dadalik,da-da-lik
dadavoy,da-da-voy
dadaxon,da-da-xon
dadil,da-dil
dadil-dadil,da-dil-da-dil
dadillanganlik,da-dil-la-ngan-lik
dadillanish,da-dil-la-nish
dadillanmoq,da-dil-lan-moq
dadillantirilmoq,da-dil-lan-ti-ril-moq
dadillantirmoq,da-dil-lan-tir-moq
dadillash,da-dil-lash
dadillashish,da-dil-la-shish
dadillashmoq,da-dil-lash-moq
dadillashuv,da-dil-la-shuv
dadillik,da-dil-lik
dadilona,da-di-lo-na
dadilroq,da-dil-roq
daf,daf
daf'atandan,daf-'a-tan-dan
dafa,da-fa
dafatan,da-fa-tan
dafchi,daf-chi
dafchilik,daf-chi-lik
dafina,da-fi-na
dafn,dafn
dafna,daf-na
dafnasimonlar,daf-na-si-mon-lar
dafniya,daf-ni-ya
daftar,daf-tar
daftar-kitob,daf-tar-ki-tob
daftar-qalam,daf-tar-qa-lam
daftarcha,daf-tar-cha
daftarchi,daf-tar-chi
daftardor,daf-tar-dor
daftardorlik,daf-tar-dor-lik
daftarnavis,daf-tar-na-vis
daftarxona,daf-tar-xo-na
daftarxonachi,daf-tar-xo-na-chi
daf’a,da-fa
daf’a-daf’a,da-fa--da-fa
daf’atan,da-fa-tan
dagala,da-ga-la
dagalay,da-ga-lay
dagar,da-gar
dagarlik,da-gar-lik
dagir,da-gir
dagish,da-gish
dag‘,dag‘
dag‘-dag‘,dag‘-dag‘
dag‘al,da-g‘al
dag‘albargli,da-g‘al-barg-li
dag‘alchitir,da-g‘al-chi-tir
dag‘alkanop,da-g‘al-ka-nop
dag‘alkendir,da-g‘al-ken-dir
dag‘allanish,da-g‘al-la-nish
dag‘allashish,da-g‘al-la-shish
dag‘allashmoq,da-g‘al-lash-moq
dag‘allashtirish,da-g‘al-lash-ti-rish
dag‘allik,da-g‘al-lik
dag‘dag‘a,dag‘-da-g‘a
dag‘dag‘achi,dag‘-da-g‘a-chi
dag‘dag‘achilik,dag‘-da-g‘a-chi-lik
dag‘dag‘ali,dag‘-da-g‘a-li
dah,dah
daha,da-ha
dahaboshi,da-ha-bo-shi
dahaboshilik,da-ha-bo-shi-lik
dahama-daha,da-ha-ma--da-ha
dahan,da-han
dahana,da-ha-na
dahanaboshi,da-ha-na-bo-shi
dahanak,da-ha-nak
dahanaki,da-ha-na-ki
dahandam,da-han-dam
dahbedi,dah-be-di
dahboshi,dah-bo-shi
dahboshilik,dah-bo-shi-lik
dahlar,dah-lar
dahliz,dah-liz
dahlizxona,dah-liz-xo-na
dahmarda,dah-mar-da
daho,da-ho
daholarcha,da-ho-lar-cha
daholik,da-ho-lik
dahoviy,da-ho-viy
dahr,dahr
dahriy,dah-riy
dahriylik,dah-riy-lik
dahriyona,dah-ri-yo-na
dahsar,dah-sar
dahsaraki,dah-sa-ra-ki
dahshat,dah-shat
dahshatangiz,dah-sha-ta-ngiz
dahshatlanmoq,dah-shat-lan-moq
dahshatli,dah-shat-li
dahshatlilik,dah-shat-li-lik
dahshatnok,dah-shat-nok
dahshatsiz,dah-shat-siz
dahshatxona,dah-shat-xo-na
dahyak,dah-yak
dahyakchi,dah-yak-chi
dajjol,daj-jol
dajjollik,daj-jol-lik
dak,dak
daka,da-ka
daka-dum,da-ka--dum
dakadang,da-ka-dang
dakan,da-kan
dakana,da-ka-na
dakang,da-kang
dakang-dakang,da-kang-da-kang
dakanglamoq,da-kang-la-moq
dakanglatish,da-kang-la-tish
dakanglatmoq,da-kang-lat-moq
dakanglatuv,da-kang-la-tuv
dakanglov,da-kang-lov
dakangxo‘roz,da-kang-xo‘-roz
dakavarrak,da-ka-var-rak
dakir-dukur,da-kir-du-kur
dakirlamoq,da-kir-la-moq
dakirlatmoq,da-kir-lat-moq
dakirlov,da-kir-lov
dakkam-dukkam,dak-kam-duk-kam
dakki,dak-ki
dakki-dashnom,dak-ki--dash-nom
dakkilamoq,dak-ki-la-moq
daklar,dak-lar
dakrioadenit,dak-ri-o-a-de-nit
dakriotsistit,dak-ri-ot-sis-tit
dakron,dak-ron
daktil,dak-til
daktilit,dak-ti-lit
daktilograf,dak-ti-log-raf
daktilografik,dak-ti-log-ra-fik
daktilografiya,dak-ti-log-ra-fi-ya
daktilologik,dak-ti-lo-lo-gik
daktilologiya,dak-ti-lo-lo-gi-ya
daktilomegaliya,dak-ti-lo-me-ga-li-ya
daktiloskopik,dak-ti-los-ko-pik
daktiloskopiya,dak-ti-los-ko-pi-ya
dal,dal
dala,da-la
dala-dasht,da-la--dasht
dala-tosh,da-la--tosh
dala-tuz,da-la--tuz
dalabog‘,da-la-bog‘
dalabop,da-la-bop
dalachi,da-la-chi
dalachilik,da-la-chi-lik
dalachoy,da-la-choy
dalachoydoshlar,da-la-choy-dosh-lar
dalachoygullilar,da-la-choy-gul-li-lar
dalachumchuq,da-la-chum-chuq
dalagul,da-la-gul
dalahovli,da-la-hov-li
dalalik,da-la-lik
dalama-dala,da-la-ma--da-la
dalapon,da-la-pon
dalasayil,da-la-sa-yil
dalasayr,da-la-sayr
dalashiypon,da-la-shiy-pon
dalasichqon,da-la-sich-qon
dalatob,da-la-tob
dalatovuq,da-la-to-vuq
dalato‘rg‘ay,da-la-to‘r-g‘ay
dalay-lama,da-lay-la-ma
dalbanglamoq,dal-bang-la-moq
dalda,dal-da
daldalanish,dal-da-la-nish
daldalanmoq,dal-da-lan-moq
daldalantirmoq,dal-da-lan-tir-moq
daldalanuv,dal-da-la-nuv
dali,da-li
dali-devona,da-li--de-vo-na
dali-g‘uli,da-li--g‘u-li
dali-telba,da-li--tel-ba
dalig‘ulilik,da-li-g‘u-li-lik
dalil,da-lil
dalil-isbot,da-lil-is-bot
daliliy,da-li-liy
dalillamoq,da-lil-la-moq
dalillanish,da-lil-la-nish
dalillanmoq,da-lil-lan-moq
dalillantirilmoq,da-lil-lan-ti-ril-moq
dalillantirmoq,da-lil-lan-tir-moq
dalillash,da-lil-lash
dalillashmoq,da-lil-lash-moq
dalilli,da-lil-li
dalilshunoslik,da-lil-shu-nos-lik
dalilsiz,da-lil-siz
dalilsizlik,da-lil-siz-lik
dalir,da-lir
dalirona,da-li-ro-na
daliya,da-li-ya
dalla,dal-la
dallalik,dal-la-lik
dalli,dal-li
dallik,dal-lik
dalliya,dal-li-ya
dallok,dal-lok
dallol,dal-lol
dallola,dal-lo-la
dallolboshi,dal-lol-bo-shi
